entity_name,entity,id
united states public health service ,8133855,26866
shikse ,10589243,32785
thoughtfulness ,4841358,16613
pantheon ,3884778,4008
envenom ,1773535,31440
vila ,9160968,24622
pectinidae ,1965747,12358
beaver ,2363005,20365
tell ,952524,34154
wing ,3327841,33596
sole ,4258982,33804
el nino ,11084110,30302
petty juror ,10420277,39453
genus bombina ,1648494,12761
attractive ,169955,4876
microbe ,1384491,28890
trade route ,4163364,20730
persuader ,10418841,28523
yoke ,4612840,5486
predation ,967310,28421
family armadillidiidae ,1991233,24667
smallholder ,10613387,24238
incarnation ,10418302,3910
parulidae ,1566888,1226
party of democratic kampuchea ,8028999,21802
megaptera novaeangliae ,2065726,2921
soliton wave ,7346344,18542
question ,6783768,8547
performing artist ,10415638,9621
accusation ,7234230,33372
peer ,10412910,17817
goniff ,10133458,23499
out-and-outer ,10386196,7384
tote bag ,2970408,13214
arthropod genus ,1762525,23850
pitchman ,10411551,32563
provincial ,10410668,34764
pay off ,1153947,9168
order edentata ,2453373,1317
suborder homoptera ,2245592,18959
flicker ,1839598,21683
sentiency ,5651971,7112
shoot ,122954,38780
patroller ,10407552,30813
patriot ,10407310,8146
patriarch ,10406391,35722
patient ,10405694,14447
passerby ,10404672,27174
shoestring ,4200637,32230
sand cherry ,12648424,10213
passer ,10404426,7158
rock star ,10536416,34490
partner ,10402417,19189
zealot ,10402086,20290
sharer ,10401639,9552
suppression ,1079604,19172
protuberate ,2714731,14891
prancer ,2378870,6096
stage set ,4297476,22661
genus eumeces ,1684435,32068
pardoner ,10399130,31754
paraprofessional ,10398624,23218
reduce ,237259,16228
tribalization ,382739,18339
college ,3069752,933
indorse ,2447793,26380
reading ,5808794,35691
spoiler ,10395390,175
visa ,6687883,34618
broomstick ,2907082,36357
upbringing ,4921754,11039
genus bibos ,2409702,29354
change posture ,1983771,32361
rubric ,6744000,31188
sternutation ,14314850,6322
demeclocycline hydrochloride ,3174211,19376
possessor ,10389398,10686
interruption ,383952,36653
scheme ,5891572,38036
left fielder ,10387586,8062
impendency ,14030820,25197
generator ,3433877,26054
subjectivity ,4892544,14965
closet ,3049457,20379
outfielder ,10386984,12229
service ,1209576,5872
quarry ,2152881,33490
struggle ,788973,29088
brazos river ,9228619,37654
microsurgery ,684988,6297
troglodytes ,1584529,22065
officiation ,548173,37660
spout ,4287153,1180
nestor ,1818704,16522
strainer ,4332243,36344
speechmaker ,10380672,30480
bugle call ,6804199,28561
optometrist ,10380305,37808
burner ,2923129,38747
chuck ,3027250,4476
self-seeker ,10379376,23283
zippo ,13740168,36992
deal ,1084637,19801
tail ,10689104,1199
vertebrate ,1471682,4011
streptococcus ,1381044,16862
operator ,10378412,8087
protest march ,1179167,26485
chaffy ,2690429,32515
game bird ,2153203,22844
mihrab ,3762602,9475
schenectady ,9125354,39
melted ,1505991,4187
old man ,10375690,31135
united states supreme court ,8335886,16608
leg bone ,5594037,13155
armchair ,2738535,209
facet ,5850624,40940
expectancy ,5951323,40149
tarawa-makin ,1296697,28111
retrograde ,1994846,31324
ogler ,10374282,38364
official ,10372076,2174
officer ,10371450,8906
premix ,7882886,26197
irregular ,10150556,28396
appropriation ,13289845,28123
rudder ,4117216,27410
showing ,521209,39738
accounting ,5662532,31048
take heed ,2171039,33451
commentate ,961586,40801
nurse ,10366966,14173
numismatologist ,10366779,25225
war between the states ,1301630,37617
jumper ,10226803,25825
shortfall ,5114371,39837
cupboard ,3148324,25432
subgenus chen ,1856748,25490
tyro ,10363913,4305
nerve centre ,5463533,26239
hacienda ,13252395,6173
notary public ,10363149,34218
subfamily numidinae ,1808785,39312
physical ,1778212,15193
trying on ,795008,18763
suborder ruminantia ,2398732,35837
nonsmoker ,10362319,30148
snapper ,2593019,19065
injunction ,6542830,34849
signory ,13252293,11114
sensing ,876874,29683
unperson ,10361525,4802
contraband ,3096273,28118
gold braid ,2889035,40867
nonparticipant ,10361296,19346
self-starter ,4170515,27325
rallying ,45646,15951
william hoover ,11059079,25559
pinnate leaf ,13157137,16477
rage ,5751173,14297
zipper ,4238321,13479
pseudemys ,1668257,23251
mysidae ,1989097,39947
rapture ,13988101,12640
night porter ,10358032,8438
cross-reference ,6764867,21942
bantu ,6991980,11689
excusatory ,1631830,30944
petrogale ,1878803,34330
touchstone ,7260623,7934
monodontidae ,2072209,38129
theridiidae ,1773930,14827
black ,2846260,905
unskillfulness ,5648247,2398
showman ,10593745,37604
habit ,3473966,20232
genus gentianopsis ,12296218,15136
serengeti plain ,9036098,28566
knowingness ,5675905,31223
trickster ,9998101,694
civil war ,962567,5411
friendliness ,4654337,11197
gastrostomy ,675064,38294
glaciation ,13487409,30671
suborder maniraptora ,1716732,10227
capital of maryland ,9094217,28792
hygrophorus ,13071029,20034
centrum ,5273684,13724
genus catoptrophorus ,2030709,34616
naval officer ,10347593,33973
iberian peninsula ,8984567,36065
nationalist ,10346015,26694
caffeine ,14761122,34473
nan ,10345015,15036
tailor-made ,4385079,3291
cord ,3106110,29535
empty ,449692,11574
lapidary ,10246703,16757
limanda ,2658944,29327
parula ,1567530,17771
nautical mile ,13660337,31076
giving ,1086081,35304
protraction ,1018366,19795
ruminator ,10339504,33772
muscleman ,10339350,8880
mullah ,10338231,13742
skinner ,10338094,38103
mountebank ,10334782,3736
invertebrate ,1905661,4846
subclass dipnoi ,2515914,11066
nitrobacterium ,1374457,36272
schizophyta ,1357967,8277
mother hen ,10333165,6685
billfish ,2630739,14893
ostentation ,6889330,35099
salt ,2196214,36127
monopolizer ,10329337,19667
unciform bone ,5273408,30388
splattering ,717748,728
strongroom ,4341133,22950
character set ,6488880,11246
handbasket ,2801938,38312
sycophancy ,4906923,37309
old world monkey ,2484473,38843
strap ,4333500,35234
support ,1215902,1189
apostleship ,588881,38096
moll ,10327475,1393
marines ,8192817,4719
cathode ,2984699,13987
loaner ,10254392,2006
mafia ,8245425,17792
uvulopalatopharyngoplasty ,689729,37332
moderator ,10326087,36109
class act ,10325549,3404
saint ,10325243,35818
venture ,13342692,4586
missioner ,10323182,3137
401-k plan ,5911560,27811
touch on ,1024763,14183
relief ,354884,3734
smear ,5265139,22029
state of mind ,5669934,27595
turn to ,897564,30075
concreteness ,4759849,11837
high-spiritedness ,4634161,26393
mineworker ,10319796,27983
graphology ,6248361,7032
chairmanship ,590047,37997
vesiculate ,580865,23874
mp ,10317500,22307
suturing ,716055,5847
military advisor ,10316164,19727
rule ,5874232,27216
midshipman ,10314703,14432
narcotic antagonist ,3808977,18545
roomer ,10269458,25233
fort lauderdale ,9072810,35354
timaliidae ,1566386,21696
motivator ,9179776,9592
paramaribo ,9031061,26396
sheath ,5238036,40146
paper ,8062970,13341
exponent ,9618760,4092
prefer ,679389,7772
fight ,7184391,28644
order cetacea ,2062209,15647
advertency ,5704096,5950
good temper ,7551691,20307
tugboat ,4495843,17496
clergy ,8152787,35873
fishing rod ,3351979,36749
hipster ,10176475,20699
plumbing fixture ,3969259,12088
st. gregory of nazianzen ,11015080,6334
trichloromethane ,3022406,9065
ally ,8305942,33340
stand ,670991,6794
nut and bolt ,3836451,15677
spouter ,9911570,7542
double cross ,749991,4566
wellspring ,8508736,39913
home ,3259505,3231
riskiness ,14543552,37404
skipper ,10298912,7729
master ,10298647,30823
masochist ,10297367,24765
generalship ,5617467,12036
squalidae ,1493366,22809
married ,10295819,25384
approach shot ,573268,3508
tar ,10294602,7094
willing ,163047,6548
genus eumetopias ,2078882,3503
antihistamine ,2720725,35178
man jack ,10291730,26731
work out ,99721,15842
visualize ,1635432,15526
inventor ,10214637,14968
unmasking ,7215568,15656
whipping ,1163047,28512
hemiascomycetes ,13024763,27544
snuff-colour ,4974681,33819
epsom salts ,3293321,26199
tone down ,933566,2414
muscicapidae ,1555586,26015
broadside ,1237231,7204
january 1 ,15193271,3764
transgressor ,10285762,34990
peshawar ,8977527,18746
towrope ,4461294,20998
negotiable instrument ,6481156,40380
shaper ,10284064,8642
tholepin ,3905730,37270
matter ,6365467,3368
office ,1033458,5139
postman ,10283037,25711
camp ,2945379,40269
genus asperula ,12661420,34621
trichechus ,2073679,40692
scorpaenoid fish ,2642107,8209
tempo ,15283097,35864
unfit ,1017738,5371
car door ,2963821,10645
alerting ,7224774,14063
macushla ,10279540,40848
harpy eagle ,1614038,2321
soft spot ,7545594,26149
spider ,1772222,23450
lutist ,10277638,20802
natural science ,6000400,6049
world organization ,8294696,20041
maniac ,10276764,9314
strigidae ,1621714,6686
lumberman ,10276045,20987
poecilocapsus ,2237730,25459
providence ,9137451,34653
hair ,5254795,38065
pacesetter ,2388143,5151
lord high chancellor ,10272171,30888
observation ,5818741,5395
nonentity ,9923418,8060
grammar ,6174404,783
small capital ,6824955,8979
rip-off ,783063,25107
rein ,4072551,30555
scourge ,2500775,19197
commitment ,1239868,37680
thylacinus cynocephalus ,1884476,30171
headquarters staff ,8405124,26394
tergiversation ,204814,25727
opaqueness ,4703424,35589
toot ,7398276,5097
social lion ,10265070,15156
south frigid zone ,8494459,6431
scandinavian language ,6953731,28897
try ,2501278,39049
warping ,7434102,32570
secureness ,4777098,15700
witchery ,5979350,26398
command ,751887,6941
association ,8049401,12307
allowance ,13286254,33508
zeus ,1452954,36554
compiler ,9946957,23445
polyodon spathula ,2639605,7836
subdivision ,6392001,10609
conglutinate ,1221542,7193
wrath ,758972,26649
flak catcher ,10094782,34693
tandem bicycle ,2835271,17920
mesophyron ,5232691,40128
diagnosis ,152727,23313
robalo ,2559862,38785
pool ,501080,25893
alphabetize ,279239,8279
west bank ,8793489,6994
vis-a-vis ,5695806,4807
realm ,8558155,1862
flaunt ,6890846,10526
loneliness ,7534108,14673
squatina squatina ,1495493,30310
lazarus ,10251125,17324
lawyer ,10249950,40393
hypophysectomy ,677038,1146
word-worship ,1044983,8884
chamomile ,11949402,8397
upset ,14052403,21715
coliseum ,2704949,27111
inspector ,10067968,15548
lapidist ,10246511,6227
property owner ,10245639,26237
resort ,2590072,2901
ulva ,1408547,32565
zonk out ,23868,19437
vent ,1264447,39973
lick ,150591,3530
micronor ,3759795,62
cant ,9213828,6929
kolkata ,8903636,23578
smew ,1855188,25818
collectivization ,1152787,23539
oreortyx ,1808447,35070
treadmill ,606119,32117
grus ,2013034,12330
elapid snake ,1745125,3090
steering ,815173,10061
volume-detonation bomb ,4420461,29239
teredinid ,1967094,29507
variable star ,9469152,34113
white silk-cotton tree ,12190410,5307
biceps ,5579239,40144
kink ,10236842,37307
patrisib ,10236663,26000
kennesaw mountain ,1282711,7148
mould ,1697027,39967
follow-through ,211776,33379
commonwealth ,8542403,31981
rex ,10231515,35983
tower of pharos ,4461148,32051
genus conepatus ,2446512,1003
office-bearer ,10371221,23734
kafir ,10228864,6978
sales event ,1117723,26115
pancreatic duct ,5387395,25275
peasant's revolt ,964105,17885
islets of langerhans ,5485314,24872
neomys ,1892876,11153
wonder bean ,12511239,28711
stadium ,4295881,3780
steamer clam ,1957335,4208
polarize ,487182,12450
trimmer ,10487182,30165
baltic state ,9012101,25047
landmark ,5230357,4454
escape ,204199,35651
dusseldorf ,8772667,10772
jimhickey ,10222353,22316
shelter ,4191595,15900
machine ,3699975,2105
jat ,10219879,27317
isolationist ,10217684,22973
utility program ,6581410,19326
patron ,10407726,8112
mustela nigripes ,2443484,36291
invigilator ,10216403,35871
field-sequential color tv system ,3334017,30237
red goatfish ,2600503,24116
prank ,43912,13412
legal principle ,5956651,16379
slowing ,5061345,30903
trespasser ,10213652,40431
prednisone ,14753414,35809
intervenor ,10213034,28567
interpreter ,10212780,1502
sensory receptor ,5299178,11526
stilt ,3936269,13205
crinoidea ,2319967,26810
snakebird ,2054502,8622
derivative instrument ,6480506,4922
underwriter ,10209731,7650
genus athene ,1621994,4715
crenellation ,2811936,3073
defense team ,8064523,4482
go bad ,434374,16021
psychopathy ,14380140,6280
rector ,9983572,5999
amputation ,666350,24921
choir ,3024064,40277
interrogator ,10208287,34239
african ,9634494,26195
source ,10205985,9337
submission ,1166926,40473
president john adams ,10808200,33692
sorex ,1891865,27141
monkfish ,2548247,11482
oilrig ,3241093,32987
sell ,2235666,8484
genus chelifer ,1770967,1990
ziziphus jujuba ,13143285,8434
sacramental manduction ,1036333,10711
butterfly ,1613921,34226
idealist ,10196965,31913
first derivative ,6014730,35318
writing implement ,4608567,9413
moirai ,9565099,39971
mesmerizer ,10195261,35681
crammer ,6414727,39793
sarda chiliensis ,2628259,20076
swing ,1877355,4169
gracility ,5003590,37726
shape ,27807,9141
pearl ,1383800,6024
apeldoorn ,8950035,17121
hugger ,10191001,7364
telephonist ,10698064,12033
huckster ,10190516,2176
genus brontosaurus ,1709278,3864
scaling ,1005284,36202
power tool ,3997484,1220
heart muscle ,5389939,16349
deep ,690058,36319
snick ,387897,13940
epizoan ,3064239,4595
golf equipment ,3446832,27091
odessa ,9145655,9079
twin ,3117939,17048
substance ,20090,883
squid ,1971280,8378
wain ,9219858,24786
clamber ,325502,19395
plantsman ,10186350,11269
mine ,1163620,9306
river acheron ,9186709,15035
coucal ,1824575,36450
mobilization ,1156438,21107
thorshavn ,8953029,18631
philanthropy ,1089483,35802
test suit ,1198588,37547
norm ,6021761,16611
genus diacalpa ,13196942,12577
pledge ,7227772,5447
gentianaceae ,12290116,28133
glimpse ,5934396,29922
pondweed ,12614317,27459
stercorariidae ,2043999,29770
gable wall ,3409393,13307
korean war ,1305551,30249
caucus ,2429682,826
genus chamaedaphne ,12234176,20900
hired man ,10176679,10596
spatial relation ,5074774,36428
ill will ,7547805,26941
extroversion ,4621738,24246
religious outcast ,10171755,13818
practical application ,949134,40213
wine ,7891726,16842
trumpeter ,10171219,20776
transport ,1817314,9906
helpmeet ,10170598,629
trombiculid ,1780696,27342
compulsion ,156812,25054
hierarch ,10169937,34363
luck through ,2544937,40154
tuck box ,4495051,24841
tacoma ,9154731,14186
fallboard ,3318983,4933
pellucidity ,4820258,36279
ribbon worm ,1928517,31267
opinion ,6551784,34291
difficulty ,4709253,12217
head of household ,10164605,11489
brazilwood ,12489524,23209
passenger vehicle ,2924116,14001
saffron ,7827284,29934
work ,584367,14353
cache ,2934888,1499
icteria ,1569713,428
haulier ,10162507,15971
modiste ,10162354,2899
lampridae ,2545569,14559
psychodidae ,2203739,21485
whorehouse ,4581595,26467
republic of panama ,8739206,29654
sell-by date ,15160418,40809
mallee ,12335664,17186
harmonizer ,10160624,27156
bar ,2790012,10642
skin diving ,444651,21738
exploitation ,948206,8340
john ,6442239,33671
serve ,1095218,32992
tomb ,3455033,4804
age ,4924103,39605
nihil ,13740591,6332
neotoma fuscipes ,2340186,26006
sea power ,5035264,2616
searobin ,2650541,4255
handicapped person ,10158756,22847
genus pleurothallis ,12079352,5687
desperate criminal ,10008388,529
tearing down ,218045,23602
winding ,345641,17087
sheath ,4187061,11556
fringe ,5258985,34326
remover ,10519984,21132
tear ,9410928,33429
sheet ,13861050,7340
hike ,1920932,11455
grunter ,10149436,8701
weapon system ,4565375,10320
war crime ,782518,34675
satire ,6777164,10677
uninterestingness ,5205340,20898
bootleg ,2242049,3442
sucker punch ,136152,27047
nymphicus ,1819600,31917
homestead ,3529629,24294
tati ,11332572,620
grand dragon ,10141811,18796
grandchild ,10141590,31696
douala ,8717629,13559
mahdi ,10282014,31689
intransigency ,4863497,15730
sports car ,4285008,24487
real number ,13729902,38368
albacore ,7780874,20340
ozarks ,9382362,7767
ownership ,13240514,19976
calliper ,2939866,17179
order ephemeroptera ,2261883,10126
planography ,6679457,4037
genus philadelphus ,12790835,30084
family balistidae ,2652979,11014
nepeta ,12859873,28222
chordate family ,1466828,37478
halle-an-der-saale ,8773098,29550
tocktact ,7397955,1788
experimenter ,9617696,5406
hair ,1900150,2066
gibson girl ,10129338,22324
speech rhythm ,7086323,12099
family alopiidae ,1485673,25983
glossopsitta ,1820664,10893
phoxinus ,1442855,706
tobacco ,4442831,9007
st. lawrence river ,9420030,20288
u-boat ,4347754,28320
suction ,11517494,38613
custard apple ,7760859,5262
conciliation ,7151122,17929
pieris floribunda ,12243693,22555
fukuoka ,8925830,825
saucer ,3207305,2883
quantitative chemical analysis ,647270,39362
varna ,8714966,23980
discipline ,5662876,26592
salisbury ,9167505,11587
split ,391407,27085
observe ,2578510,5375
sledge dog ,2109811,14593
refresher ,7914128,22557
uncommunicativeness ,4651784,17849
pad ,1526956,24426
java ,8908248,16225
centralization ,1237872,17142
order musales ,12350234,28228
gamine ,10119609,9059
saving ,93483,30451
wasteyard ,8560027,17602
gagwriter ,10117267,2688
gadgeteer ,10117017,15771
resuscitator ,4082344,6295
runaway ,10115082,18077
wandering ,297062,33672
order mantophasmatodea ,2161737,6465
developing country ,8167046,39842
leviticus ,6433035,34114
iguanodontidae ,1707433,5656
zinc blende ,15107876,25051
mirror ,3773035,13566
bellow ,1048569,17435
self-employed person ,10110421,5582
aspiration ,4836491,17936
rotary engine ,4110654,33924
francophile ,10108719,24013
craniometric point ,5230603,20156
usacil ,4510090,25307
paw ,5564590,7117
wrist joint ,5584928,38283
man-child ,10285938,25615
novelist ,10363573,22828
misshapenness ,14213512,8120
snuff out ,478217,28828
murkiness ,14521648,33241
neanderthal man ,2475078,24199
forebear ,10102369,28199
footballer ,10101634,32704
lot ,2468965,2376
follower ,10100124,16717
crownbeard ,12030654,12634
rake ,1240514,2021
foe ,10098710,38184
caretaker ,9895701,37921
unworldly ,2578235,36560
flyer ,10096217,31153
flatterer ,10095869,26215
voyage ,312553,28262
aqueous humour ,5318263,12369
flapper ,10095420,34801
barbiturate ,2792049,34165
softness ,4938228,5600
nitrous bacteria ,1362623,32513
clothespin ,3051249,4278
suddenness ,5060476,36406
family aphididae ,2252429,11126
prologue ,7009421,16037
fisherman ,10093658,308
first-rater ,10093396,32206
herpes virus ,1338685,15980
zingiber officinale ,12356023,22890
river arno ,9206693,18625
suckling reflex ,867790,31180
decussation ,5228496,37655
bathymeter ,2808695,10361
seal ,2076196,6641
assenter ,9814567,30033
wind up ,352558,1916
assault ,974444,20328
swordsman ,10085217,9158
melanogrammus aeglefinus ,2523877,28333
tarsioidea ,2501101,10415
spending ,13275288,33928
rappahannock river ,9405515,1339
circumnavigation ,296263,23034
bleat ,1048330,27921
turn ,457382,23860
length ,5051249,26747
genus cymbidium ,12055317,36546
contrast ,5126362,34338
button ,2928608,10638
range ,8399586,17704
admittance ,1248191,15425
significance ,5169813,11733
expurgator ,10073992,4100
thiobacillus ,1363121,18778
assembly ,8163792,32156
curator ,9983889,28454
exorcist ,10072054,2504
unpleasantness ,4779649,30962
gorgon ,9495103,29166
flying bird ,1517966,29810
disulfiram ,3214051,1311
genus ammotragus ,2415971,34441
tshatshke ,9905530,37450
reversion ,13341350,16359
genus casuarina ,12224669,5866
money changer ,10069120,1863
upper respiratory tract ,5510506,28065
tolerate ,2457585,17979
upsala ,8766846,26471
katowice ,8984010,8991
whang ,863433,31478
pipracil ,3946532,24977
prosopis ,11765099,399
cinematographer ,9889539,34579
genus boykinia ,12796192,23271
moderation ,5117660,1601
two-spotted ladybug ,2165877,1200
psychoanalytic process ,13542947,40102
construction ,911048,18195
major ,10283170,37843
opposition ,10055847,25636
shallot ,12433429,21507
outgoer ,10051975,38434
hipsurus ,2571034,5642
committee ,8324514,36732
rule ,5913538,1588
rocking chair ,4099969,12785
piscidia piscipula ,12559518,29636
genus agriocharis ,1794460,14617
queer duck ,10240514,26230
prairie gourd ,12162758,7895
stimulate ,503164,14508
senior ,10048218,18181
terminus ,5981768,20117
klamath river ,9326467,8390
egyptologist ,10047822,28229
librium ,3022041,35518
induction ,5827253,17847
genus echeneis ,2575168,13661
egoist ,10047199,7213
refutation ,155298,29780
confirmation ,6650070,28560
drainage ,396029,21413
pedagogue ,10045713,37563
strike a blow ,137791,16754
wickedness ,4852750,16689
usualness ,4796086,20572
upgrade ,207184,18302
hockey ,467995,32699
dynamitist ,10040789,35683
shithead ,10039663,17374
unregularity ,4770211,19145
genus carphophis ,1728445,2694
linnaeus ,11133551,19379
wino ,10037385,32092
user ,10036266,37627
boundary condition ,6755776,36990
salviniaceae ,12958772,7129
jabberer ,10034785,35924
art critic ,9810867,29502
dresser ,10033225,34037
bell ,2824448,26655
vacation ,15137890,7518
slime eels ,1478511,28265
drawee ,10032342,9120
artificial language ,6894544,20558
heaving ,324834,6033
bench ,2828884,21852
pipewort ,12609379,35492
prism ,4005340,10554
absorptive ,6336,19431
active ,9764900,6881
vacuum-clean ,1244853,16251
slyboots ,10022759,29985
doctor of the church ,10022111,31248
paleobotany ,6074372,37369
inattention ,5706228,34200
steller's sea cow ,2074726,8370
genus dicamptodon ,1634891,40284
dinosaur ,1699831,6719
diviner ,10020031,31918
coxcomb ,9973490,2862
transcend ,2669477,23456
mete ,8512736,31449
pelican state ,9090825,4002
ripening ,13512238,19140
genus anisotremus ,2589486,24273
consecration ,1040646,23246
base ,2797881,20048
matrix ,8267640,15880
pouched mammal ,1874434,6302
commander ,9780828,18648
sidney poitier ,11240609,33389
receptor ,5608868,30596
dory ,1452798,13039
knocker ,10009671,30573
drug ,3247620,12938
spreading factor ,14910165,5168
turncoat ,10007109,4733
deserter ,10006842,12142
bacillus anthracis ,1350226,35693
shrinking ,360485,24486
bob ,39121,1052
constriction ,13912992,19231
united states treasury ,8139795,13551
tooth doctor ,10004282,37523
cuirass ,3146219,29357
lastreopsis ,13197670,25648
demonstrator ,10003120,37001
existence ,13954253,39893
protester ,10002760,36398
suborder ceratopsia ,1703341,14256
suborder mugiloidea ,2600953,1164
genus ascaridia ,1930995,20604
auditor ,9822955,3047
semifinalist ,10578021,6735
sleeping room ,2821627,16537
vodka ,7906111,36577
nondepository financial institution ,8419984,180
defaulter ,9999532,34886
roustabout ,9998788,31763
degrader ,9997212,6528
understand ,591115,20536
klaxon ,3622058,24413
subunit ,13662703,177
ukrayina ,9014979,16789
myliobatidae ,1498822,27286
wild cinnamon ,12372233,39536
university extension ,886039,9673
charter ,6471737,18507
swashbuckler ,9991530,27842
lucknow ,1284928,34709
swell ,9991026,1912
stage ,306900,10378
average out ,639998,14363
positive identification ,6885389,25630
peep ,1052301,36060
picus ,1838961,24666
demoiselle ,9989168,30696
angiogram ,2711573,9476
survivor guilt ,7536437,12095
riposte ,7199922,20362
cohesion ,13449714,21632
judge ,672277,12973
chlorophyll ,1398212,29275
mammoth ,2504770,36185
teaching ,883297,13036
longsightedness ,14554011,8911
circus ,3034860,24285
entrapment ,1199035,38538
panelling ,3882611,23211
hacker ,10154601,28429
cuckold ,9982152,27296
plughole ,3968581,29200
angel ,9538915,32681
yeniseian ,6959932,1343
tourney ,7464725,34581
honkytonk ,3530803,16199
crabby person ,9974054,23393
self-fertilization ,7437990,37241
family desmidiaceae ,1413188,23580
piece ,3932203,32377
qatari ,9728137,33844
bufferin ,2911890,17414
full cousin ,9972010,5077
scup ,7790081,37334
elettaria cardamomum ,12358293,3539
extract ,1630532,38837
shamrock ,12703190,16831
stitchery ,4179385,23568
wrymouth ,2616397,13921
thinness ,5001482,9623
family coraciidae ,1826223,14920
robinia ,12567768,1988
costumier ,9968259,2760
corsair ,9966941,10294
phyllodoce ,12242668,16102
family chalcididae ,2217334,29424
pitch ,8624656,9289
weapons platform ,3962525,14864
conveyor ,9962789,23832
bowdlerization ,397191,31706
water travel ,313647,38005
constitutionalist ,9959387,20089
incense ,5714745,21675
charr ,2538406,35409
board ,2856463,15341
molar ,2900219,5381
tightness ,5088804,17892
conferee ,9953965,31623
confederate ,9953615,39129
toucher ,10717589,39526
jubilation ,7527817,615
procyonid ,2507649,10855
proposal of marriage ,7161741,27180
return ,2357072,27121
music director ,9952539,4653
thysanoptera ,2271427,8640
paramour ,9952393,4090
check ,5738625,10070
lionel barrymore ,10835709,6595
tail bone ,5274247,7776
drumhead court-martial ,8331357,34922
harmonization ,1253778,2182
protraction ,5051896,2007
hysterotomy ,677299,9580
voyage ,1846320,4389
possumwood ,12771597,32400
feminism ,5967773,13563
treasurership ,605246,11943
overeating ,759186,3548
mud ,1534745,12970
councillor ,9944763,12547
class ascidiaceae ,1468532,28531
redundancy check ,5825942,3774
blood type ,5400601,17584
jones ,11090631,31472
saphar ,15217443,38724
reviewer ,9942431,37759
tin ,1395382,22082
isomerization ,7416107,31630
commander ,9941571,34818
soybean oil ,7675262,28276
coloratura soprano ,9938080,8894
liopelmidae ,1645093,32473
pole ,8620881,20342
crake ,2015554,4323
safety valve ,4127633,38132
animate ,118066,15050
subjugation ,89027,37085
trencherman ,10132988,36383
rick ,1503736,20449
genus anhinga ,2054376,24358
dichotomize ,656107,138
closer ,9930464,28253
trolleybus ,4487081,5717
clocksmith ,9930102,25048
gown ,3450230,11970
clerk ,9928451,7278
harpsichord ,3496296,5191
genus coronilla ,12518725,31395
plasticity ,5021884,35830
luxuria ,759335,24323
pendulum ,3909160,23311
understanding ,5805475,37763
white thistle ,11902709,18926
father of the church ,9921792,40156
figuration ,899927,1261
kicking ,336805,1881
powerboat ,3790230,3648
genus colubrina ,13142695,28804
kid ,9918248,6733
reverse transcriptase inhibitor ,4085365,31425
tepidness ,4630547,15720
mucuna ,12550210,769
yellow vetchling ,12541157,20503
phylum acanthocephala ,1923171,17627
caporetto ,1274171,6079
checker ,9913110,6254
appro ,14412564,26370
leaper ,9869171,7762
uppercase ,6824227,5455
consanguinity ,13813591,37536
cincinnati ,9130883,16467
charioteer ,9910222,35552
armoured personnel carrier ,2740300,18984
microwave ,11482312,3426
pholis ,2615157,35067
ration ,13286099,7948
sunflower seed ,7775197,2219
changeling ,9907919,26309
innings ,457228,4384
hammer ,3481172,21130
prosopopoeia ,7108123,7061
stimulus generalization ,5756414,6865
dialysis ,649760,5892
bioassay ,5740300,32269
joyousness ,7527352,20962
genus galeorhinus ,1491520,16294
file ,3336839,9283
vicarship ,8100907,33753
tell on ,138069,16391
legislative branch ,8356375,37799
danaid butterfly ,2279637,11187
electrical engineer ,10049017,14979
wedding license ,6551339,11861
radiation ,7439883,19120
fuchsia ,12343480,4078
induction ,238527,18911
ngb ,8391696,40875
send around ,2043501,32713
cartoonist ,9898346,26774
sandarach ,11643354,9824
coccid insect ,2248368,31296
toter ,9897696,30777
asian wild ox ,2409870,31583
ram ,4050410,16194
family cortinariaceae ,13074084,22753
genus ensis ,1958914,7266
nitrosomonas ,1362480,17910
sleeper ,64370,11282
italian ,9716047,14768
caricaturist ,9896170,11598
twaddle ,6611147,11590
pittsburgh of the south ,9053947,36545
rawness ,14462193,16239
mocha ,7920989,39085
mastication ,278810,5396
captain ,9893191,3962
disposition ,4942869,38015
word ,980453,32853
order cordaitales ,11606379,35489
huntsman ,10193026,40229
camp follower ,9890296,3005
boiling point ,5014099,24465
hinge joint ,5580416,26965
railroading ,951037,21862
sluiceway ,4244379,11319
genus ambystoma ,1631903,19240
seasoning ,248368,38834
victimization ,418903,27242
genus gallus ,1790943,11889
gunlock ,3469493,8300
underwriter ,8070465,39525
practice ,410247,37022
nuclear terrorism ,764588,14469
parlour grand piano ,2766792,30308
vertex ,8677801,27992
hydrozoa ,1911511,3104
give ,2235842,28962
bunt ,128477,27114
looking at ,877127,22162
ring ,2180898,25655
logistic assessment ,875671,25756
multimedia system ,6261744,38854
outshine ,1107254,7330
grey birch ,12282235,11714
limerick ,8889657,25268
tombola ,504844,29706
appeal ,2497824,32479
exchange ,167278,10200
loanblend ,6293229,32069
jacket ,48790,8272
normal curve ,6026088,35794
genus alsobia ,12830974,40057
sphyraena barracuda ,2603540,12897
mujahedeen khalq ,8207001,851
laying claim ,82870,11779
hand ,9875353,6251
fatherhood ,592446,12807
musculus articularis genus ,5293944,21769
sierra madre oriental ,9434661,6272
clinch ,3036866,4182
brawler ,9873348,3204
provera ,14747168,9718
marabou ,1897851,34808
deodourant ,3176594,25414
version ,6408779,32879
breeze ,1894520,36737
